user_id,occurred_at,action,user_type
17.0,2014-05-21 09:30:28,email_open,1.0
17.0,2014-05-28 09:30:00,sent_weekly_digest,1.0
17.0,2014-06-04 09:30:00,sent_weekly_digest,1.0
17.0,2014-06-11 09:30:00,sent_weekly_digest,1.0
17.0,2014-06-18 09:30:00,sent_weekly_digest,1.0
17.0,2014-06-25 09:30:00,sent_weekly_digest,1.0
17.0,2014-07-02 09:30:00,sent_weekly_digest,1.0
17.0,2014-07-09 09:30:00,sent_weekly_digest,1.0
17.0,2014-07-16 09:30:00,sent_weekly_digest,1.0
17.0,2014-07-23 09:30:00,sent_weekly_digest,1.0
17.0,2014-07-30 09:30:00,sent_weekly_digest,1.0
17.0,2014-07-30 09:30:34,email_open,1.0
17.0,2014-07-30 09:31:07,email_clickthrough,1.0
17.0,2014-08-06 09:30:00,sent_weekly_digest,1.0
17.0,2014-08-06 09:30:47,email_open,1.0
17.0,2014-08-13 09:30:00,sent_weekly_digest,1.0
17.0,2014-08-20 09:30:00,sent_weekly_digest,1.0
17.0,2014-08-20 09:30:31,email_open,1.0
17.0,2014-08-27 09:30:00,sent_weekly_digest,1.0
19.0,2014-05-07 09:30:00,sent_weekly_digest,1.0
19.0,2014-05-14 09:30:00,sent_weekly_digest,1.0
19.0,2014-05-21 09:30:00,sent_weekly_digest,1.0
19.0,2014-05-28 09:30:00,sent_weekly_digest,1.0
19.0,2014-06-04 09:30:00,sent_weekly_digest,1.0
19.0,2014-06-04 09:30:36,email_open,1.0
19.0,2014-06-04 09:30:59,email_clickthrough,1.0
19.0,2014-06-11 09:30:00,sent_weekly_digest,1.0
19.0,2014-06-18 09:30:00,sent_weekly_digest,1.0
19.0,2014-06-25 09:30:00,sent_weekly_digest,1.0
19.0,2014-07-02 09:30:00,sent_weekly_digest,1.0
19.0,2014-07-02 09:30:26,email_open,1.0
19.0,2014-07-09 09:30:00,sent_weekly_digest,1.0
19.0,2014-07-16 09:30:00,sent_weekly_digest,1.0
19.0,2014-07-23 09:30:00,sent_weekly_digest,1.0
19.0,2014-07-30 09:30:00,sent_weekly_digest,1.0
19.0,2014-08-06 09:30:00,sent_weekly_digest,1.0
19.0,2014-08-06 09:30:33,email_open,1.0
19.0,2014-08-13 09:30:00,sent_weekly_digest,1.0
19.0,2014-08-13 09:30:33,email_open,1.0
19.0,2014-08-20 09:30:00,sent_weekly_digest,1.0
19.0,2014-08-27 09:30:00,sent_weekly_digest,1.0
19.0,2014-08-27 09:30:30,email_open,1.0
20.0,2014-05-07 09:30:00,sent_weekly_digest,2.0
20.0,2014-05-14 09:30:00,sent_weekly_digest,2.0
20.0,2014-05-21 09:30:00,sent_weekly_digest,2.0
20.0,2014-05-28 09:30:00,sent_weekly_digest,2.0
20.0,2014-06-04 09:30:00,sent_weekly_digest,2.0
20.0,2014-06-11 09:30:00,sent_weekly_digest,2.0
20.0,2014-06-11 09:30:30,email_open,2.0
20.0,2014-06-18 09:30:00,sent_weekly_digest,2.0
20.0,2014-06-18 09:30:29,email_open,2.0
20.0,2014-06-18 09:30:59,email_clickthrough,2.0
20.0,2014-06-25 09:30:00,sent_weekly_digest,2.0
20.0,2014-06-25 09:30:44,email_open,2.0
20.0,2014-07-02 09:30:00,sent_weekly_digest,2.0
20.0,2014-07-09 09:30:00,sent_weekly_digest,2.0
20.0,2014-07-09 09:30:32,email_open,2.0
20.0,2014-07-09 09:30:56,email_clickthrough,2.0
20.0,2014-07-16 09:30:00,sent_weekly_digest,2.0
20.0,2014-07-23 09:30:00,sent_weekly_digest,2.0
20.0,2014-07-23 09:30:26,email_open,2.0
20.0,2014-07-30 09:30:00,sent_weekly_digest,2.0
20.0,2014-07-30 09:30:28,email_open,2.0
20.0,2014-08-06 09:30:00,sent_weekly_digest,2.0
20.0,2014-08-13 09:30:00,sent_weekly_digest,2.0
20.0,2014-08-20 09:30:00,sent_weekly_digest,2.0
20.0,2014-08-20 09:30:39,email_open,2.0
20.0,2014-08-20 09:31:09,email_clickthrough,2.0
20.0,2014-08-27 09:30:00,sent_weekly_digest,2.0
20.0,2014-08-27 09:30:23,email_open,2.0
22.0,2014-05-07 09:30:00,sent_weekly_digest,1.0
22.0,2014-05-07 09:30:30,email_open,1.0
22.0,2014-05-07 09:30:44,email_clickthrough,1.0
22.0,2014-05-14 09:30:00,sent_weekly_digest,1.0
22.0,2014-05-21 09:30:00,sent_weekly_digest,1.0
22.0,2014-05-21 09:30:22,email_open,1.0
22.0,2014-05-21 09:30:42,email_clickthrough,1.0
22.0,2014-05-28 09:30:00,sent_weekly_digest,1.0
22.0,2014-05-28 09:30:32,email_open,1.0
22.0,2014-06-04 09:30:00,sent_weekly_digest,1.0
22.0,2014-06-04 09:30:30,email_open,1.0
22.0,2014-06-11 09:30:00,sent_weekly_digest,1.0
22.0,2014-06-11 09:30:33,email_open,1.0
22.0,2014-06-11 09:31:00,email_clickthrough,1.0
22.0,2014-06-18 09:30:00,sent_weekly_digest,1.0
22.0,2014-06-25 09:30:00,sent_weekly_digest,1.0
22.0,2014-07-02 09:30:00,sent_weekly_digest,1.0
22.0,2014-07-09 09:30:00,sent_weekly_digest,1.0
22.0,2014-07-16 09:30:00,sent_weekly_digest,1.0
22.0,2014-07-23 09:30:00,sent_weekly_digest,1.0
22.0,2014-07-30 09:30:00,sent_weekly_digest,1.0
22.0,2014-08-06 09:30:00,sent_weekly_digest,1.0
22.0,2014-08-13 09:30:00,sent_weekly_digest,1.0
22.0,2014-08-13 09:30:23,email_open,1.0
22.0,2014-08-20 09:30:00,sent_weekly_digest,1.0
22.0,2014-08-27 09:30:00,sent_weekly_digest,1.0
22.0,2014-08-27 09:30:41,email_open,1.0
30.0,2014-05-01 09:30:00,sent_weekly_digest,2.0
30.0,2014-05-08 09:30:00,sent_weekly_digest,2.0
30.0,2014-05-15 09:30:00,sent_weekly_digest,2.0
30.0,2014-05-22 09:30:00,sent_weekly_digest,2.0
30.0,2014-05-22 09:30:27,email_open,2.0
30.0,2014-05-29 09:30:00,sent_weekly_digest,2.0
30.0,2014-05-29 09:30:37,email_open,2.0
30.0,2014-06-05 09:30:00,sent_weekly_digest,2.0
30.0,2014-06-12 09:30:00,sent_weekly_digest,2.0
30.0,2014-06-19 09:30:00,sent_weekly_digest,2.0
30.0,2014-06-19 09:30:27,email_open,2.0
30.0,2014-06-19 09:30:53,email_clickthrough,2.0
30.0,2014-06-26 09:30:00,sent_weekly_digest,2.0
30.0,2014-07-03 09:30:00,sent_weekly_digest,2.0
30.0,2014-07-10 09:30:00,sent_weekly_digest,2.0
30.0,2014-07-17 09:30:00,sent_weekly_digest,2.0
30.0,2014-07-17 09:30:22,email_open,2.0
30.0,2014-07-24 09:30:00,sent_weekly_digest,2.0
30.0,2014-07-31 09:30:00,sent_weekly_digest,2.0
30.0,2014-08-07 09:30:00,sent_weekly_digest,2.0
30.0,2014-08-14 09:30:00,sent_weekly_digest,2.0
30.0,2014-08-14 09:30:36,email_open,2.0
30.0,2014-08-21 09:30:00,sent_weekly_digest,2.0
30.0,2014-08-21 09:30:18,email_open,2.0
30.0,2014-08-28 09:30:00,sent_weekly_digest,2.0
49.0,2014-05-05 09:30:00,sent_weekly_digest,2.0
49.0,2014-05-05 09:30:37,email_open,2.0
49.0,2014-05-12 09:30:00,sent_weekly_digest,2.0
49.0,2014-05-19 09:30:00,sent_weekly_digest,2.0
49.0,2014-05-26 09:30:00,sent_weekly_digest,2.0
49.0,2014-06-02 09:30:00,sent_weekly_digest,2.0
49.0,2014-06-02 09:30:26,email_open,2.0
49.0,2014-06-02 09:30:47,email_clickthrough,2.0
49.0,2014-06-09 09:30:00,sent_weekly_digest,2.0
49.0,2014-06-16 09:30:00,sent_weekly_digest,2.0
49.0,2014-06-23 09:30:00,sent_weekly_digest,2.0
49.0,2014-06-30 09:30:00,sent_weekly_digest,2.0
49.0,2014-07-07 09:30:00,sent_weekly_digest,2.0
49.0,2014-07-14 09:30:00,sent_weekly_digest,2.0
49.0,2014-07-21 09:30:00,sent_weekly_digest,2.0
49.0,2014-07-21 09:30:34,email_open,2.0
49.0,2014-07-28 09:30:00,sent_weekly_digest,2.0
49.0,2014-07-28 09:30:28,email_open,2.0
49.0,2014-08-04 09:30:00,sent_weekly_digest,2.0
49.0,2014-08-04 09:30:17,email_open,2.0
49.0,2014-08-11 09:30:00,sent_weekly_digest,2.0
49.0,2014-08-18 09:30:00,sent_weekly_digest,2.0
49.0,2014-08-25 09:30:00,sent_weekly_digest,2.0
59.0,2014-05-05 09:30:00,sent_weekly_digest,1.0
59.0,2014-05-12 09:30:00,sent_weekly_digest,1.0
59.0,2014-05-19 09:30:00,sent_weekly_digest,1.0
59.0,2014-05-26 09:30:00,sent_weekly_digest,1.0
59.0,2014-05-26 09:30:24,email_open,1.0
59.0,2014-06-02 09:30:00,sent_weekly_digest,1.0
59.0,2014-06-02 09:30:34,email_open,1.0
59.0,2014-06-02 09:31:05,email_clickthrough,1.0
59.0,2014-06-09 09:30:00,sent_weekly_digest,1.0
59.0,2014-06-16 09:30:00,sent_weekly_digest,1.0
59.0,2014-06-23 09:30:00,sent_weekly_digest,1.0
59.0,2014-06-30 09:30:00,sent_weekly_digest,1.0
59.0,2014-07-07 09:30:00,sent_weekly_digest,1.0
59.0,2014-07-14 09:30:00,sent_weekly_digest,1.0
59.0,2014-07-14 09:30:31,email_open,1.0
59.0,2014-07-21 09:30:00,sent_weekly_digest,1.0
59.0,2014-07-28 09:30:00,sent_weekly_digest,1.0
59.0,2014-08-04 09:30:00,sent_weekly_digest,1.0
59.0,2014-08-04 09:30:40,email_open,1.0
59.0,2014-08-04 09:31:10,email_clickthrough,1.0
59.0,2014-08-11 09:30:00,sent_weekly_digest,1.0
59.0,2014-08-11 09:30:31,email_open,1.0
59.0,2014-08-11 09:31:02,email_clickthrough,1.0
59.0,2014-08-18 09:30:00,sent_weekly_digest,1.0
59.0,2014-08-25 09:30:00,sent_weekly_digest,1.0
64.0,2014-05-05 09:30:00,sent_weekly_digest,2.0
64.0,2014-05-12 09:30:00,sent_weekly_digest,2.0
64.0,2014-05-19 09:30:00,sent_weekly_digest,2.0
64.0,2014-05-26 09:30:00,sent_weekly_digest,2.0
64.0,2014-06-02 09:30:00,sent_weekly_digest,2.0
64.0,2014-06-09 09:30:00,sent_weekly_digest,2.0
64.0,2014-06-16 09:30:00,sent_weekly_digest,2.0
64.0,2014-06-23 09:30:00,sent_weekly_digest,2.0
64.0,2014-06-23 09:30:35,email_open,2.0
64.0,2014-06-23 09:30:58,email_clickthrough,2.0
64.0,2014-06-30 09:30:00,sent_weekly_digest,2.0
64.0,2014-06-30 09:30:28,email_open,2.0
64.0,2014-07-07 09:30:00,sent_weekly_digest,2.0
64.0,2014-07-07 09:30:29,email_open,2.0
64.0,2014-07-07 09:30:59,email_clickthrough,2.0
64.0,2014-07-14 09:30:00,sent_weekly_digest,2.0
64.0,2014-07-14 09:30:32,email_open,2.0
64.0,2014-07-21 09:30:00,sent_weekly_digest,2.0
64.0,2014-07-28 09:30:00,sent_weekly_digest,2.0
64.0,2014-07-28 09:30:23,email_open,2.0
64.0,2014-08-04 09:30:00,sent_weekly_digest,2.0
64.0,2014-08-11 09:30:00,sent_weekly_digest,2.0
64.0,2014-08-18 09:30:00,sent_weekly_digest,2.0
64.0,2014-08-25 09:30:00,sent_weekly_digest,2.0
66.0,2014-05-05 09:30:00,sent_weekly_digest,1.0
66.0,2014-05-12 09:30:00,sent_weekly_digest,1.0
66.0,2014-05-19 09:30:00,sent_weekly_digest,1.0
66.0,2014-05-26 09:30:00,sent_weekly_digest,1.0
66.0,2014-06-02 09:30:00,sent_weekly_digest,1.0
66.0,2014-06-09 09:30:00,sent_weekly_digest,1.0
66.0,2014-06-09 09:30:35,email_open,1.0
66.0,2014-06-16 09:30:00,sent_weekly_digest,1.0
66.0,2014-06-16 09:30:33,email_open,1.0
66.0,2014-06-23 09:30:00,sent_weekly_digest,1.0
66.0,2014-06-30 09:30:00,sent_weekly_digest,1.0
66.0,2014-07-07 09:30:00,sent_weekly_digest,1.0
66.0,2014-07-07 09:30:28,email_open,1.0
66.0,2014-07-14 09:30:00,sent_weekly_digest,1.0
66.0,2014-07-21 09:30:00,sent_weekly_digest,1.0
66.0,2014-07-28 09:30:00,sent_weekly_digest,1.0
66.0,2014-07-28 09:30:37,email_open,1.0
66.0,2014-08-04 09:30:00,sent_weekly_digest,1.0
66.0,2014-08-11 09:30:00,sent_weekly_digest,1.0
66.0,2014-08-18 09:30:00,sent_weekly_digest,1.0
66.0,2014-08-25 09:30:00,sent_weekly_digest,1.0
66.0,2014-08-25 09:30:32,email_open,1.0
67.0,2014-05-05 09:30:00,sent_weekly_digest,1.0
67.0,2014-05-12 09:30:00,sent_weekly_digest,1.0
67.0,2014-05-19 09:30:00,sent_weekly_digest,1.0
67.0,2014-05-26 09:30:00,sent_weekly_digest,1.0
67.0,2014-05-26 09:30:32,email_open,1.0
67.0,2014-06-02 09:30:00,sent_weekly_digest,1.0
67.0,2014-06-09 09:30:00,sent_weekly_digest,1.0
67.0,2014-06-16 09:30:00,sent_weekly_digest,1.0
67.0,2014-06-23 09:30:00,sent_weekly_digest,1.0
67.0,2014-06-30 09:30:00,sent_weekly_digest,1.0
67.0,2014-06-30 09:30:32,email_open,1.0
67.0,2014-07-07 09:30:00,sent_weekly_digest,1.0
67.0,2014-07-07 09:30:26,email_open,1.0
67.0,2014-07-14 09:30:00,sent_weekly_digest,1.0
67.0,2014-07-21 09:30:00,sent_weekly_digest,1.0
67.0,2014-07-28 09:30:00,sent_weekly_digest,1.0
67.0,2014-08-04 09:30:00,sent_weekly_digest,1.0
67.0,2014-08-11 09:30:00,sent_weekly_digest,1.0
67.0,2014-08-11 09:30:29,email_open,1.0
67.0,2014-08-18 09:30:00,sent_weekly_digest,1.0
67.0,2014-08-25 09:30:00,sent_weekly_digest,1.0
67.0,2014-08-25 09:30:33,email_open,1.0
78.0,2014-05-06 09:30:00,sent_weekly_digest,2.0
78.0,2014-05-13 09:30:00,sent_weekly_digest,2.0
78.0,2014-05-20 09:30:00,sent_weekly_digest,2.0
78.0,2014-05-20 09:30:31,email_open,2.0
78.0,2014-05-27 09:30:00,sent_weekly_digest,2.0
78.0,2014-06-03 09:30:00,sent_weekly_digest,2.0
78.0,2014-06-10 09:30:00,sent_weekly_digest,2.0
78.0,2014-06-17 09:30:00,sent_weekly_digest,2.0
78.0,2014-06-17 09:30:31,email_open,2.0
78.0,2014-06-17 09:31:00,email_clickthrough,2.0
78.0,2014-06-24 09:30:00,sent_weekly_digest,2.0
78.0,2014-07-01 09:30:00,sent_weekly_digest,2.0
78.0,2014-07-08 09:30:00,sent_weekly_digest,2.0
78.0,2014-07-08 09:30:27,email_open,2.0
78.0,2014-07-15 09:30:00,sent_weekly_digest,2.0
78.0,2014-07-22 09:30:00,sent_weekly_digest,2.0
78.0,2014-07-22 09:30:14,email_open,2.0
78.0,2014-07-22 09:30:49,email_clickthrough,2.0
78.0,2014-07-29 09:30:00,sent_weekly_digest,2.0
78.0,2014-07-29 09:30:31,email_open,2.0
78.0,2014-07-29 09:31:18,email_clickthrough,2.0
78.0,2014-08-05 09:30:00,sent_weekly_digest,2.0
78.0,2014-08-12 09:30:00,sent_weekly_digest,2.0
78.0,2014-08-12 09:30:25,email_open,2.0
78.0,2014-08-19 09:30:00,sent_weekly_digest,2.0
78.0,2014-08-19 09:30:27,email_open,2.0
78.0,2014-08-19 09:31:02,email_clickthrough,2.0
78.0,2014-08-26 09:30:00,sent_weekly_digest,2.0
80.0,2014-05-06 09:30:00,sent_weekly_digest,1.0
80.0,2014-05-13 09:30:00,sent_weekly_digest,1.0
80.0,2014-05-13 09:30:22,email_open,1.0
80.0,2014-05-13 09:30:39,email_clickthrough,1.0
80.0,2014-05-20 09:30:00,sent_weekly_digest,1.0
80.0,2014-05-20 09:30:31,email_open,1.0
80.0,2014-05-27 09:30:00,sent_weekly_digest,1.0
80.0,2014-05-27 09:30:28,email_open,1.0
80.0,2014-06-03 09:30:00,sent_weekly_digest,1.0
80.0,2014-06-10 09:30:00,sent_weekly_digest,1.0
80.0,2014-06-17 09:30:00,sent_weekly_digest,1.0
80.0,2014-06-24 09:30:00,sent_weekly_digest,1.0
80.0,2014-07-01 09:30:00,sent_weekly_digest,1.0
80.0,2014-07-08 09:30:00,sent_weekly_digest,1.0
80.0,2014-07-08 09:30:28,email_open,1.0
80.0,2014-07-15 09:30:00,sent_weekly_digest,1.0
80.0,2014-07-22 09:30:00,sent_weekly_digest,1.0
80.0,2014-07-29 09:30:00,sent_weekly_digest,1.0
80.0,2014-07-29 09:30:26,email_open,1.0
80.0,2014-08-05 09:30:00,sent_weekly_digest,1.0
80.0,2014-08-05 09:30:33,email_open,1.0
80.0,2014-08-05 09:31:01,email_clickthrough,1.0
80.0,2014-08-12 09:30:00,sent_weekly_digest,1.0
80.0,2014-08-19 09:30:00,sent_weekly_digest,1.0
80.0,2014-08-19 09:30:34,email_open,1.0
80.0,2014-08-26 09:30:00,sent_weekly_digest,1.0
83.0,2014-05-07 09:30:00,sent_weekly_digest,1.0
83.0,2014-05-14 09:30:00,sent_weekly_digest,1.0
83.0,2014-05-21 09:30:00,sent_weekly_digest,1.0
83.0,2014-05-28 09:30:00,sent_weekly_digest,1.0
83.0,2014-06-04 09:30:00,sent_weekly_digest,1.0
83.0,2014-06-04 09:30:22,email_open,1.0
83.0,2014-06-04 09:30:49,email_clickthrough,1.0
83.0,2014-06-11 09:30:00,sent_weekly_digest,1.0
83.0,2014-06-18 09:30:00,sent_weekly_digest,1.0
83.0,2014-06-18 09:30:34,email_open,1.0
83.0,2014-06-25 09:30:00,sent_weekly_digest,1.0
83.0,2014-06-25 09:30:22,email_open,1.0
83.0,2014-07-02 09:30:00,sent_weekly_digest,1.0
83.0,2014-07-09 09:30:00,sent_weekly_digest,1.0
83.0,2014-07-16 09:30:00,sent_weekly_digest,1.0
83.0,2014-07-23 09:30:00,sent_weekly_digest,1.0
83.0,2014-07-30 09:30:00,sent_weekly_digest,1.0
83.0,2014-08-06 09:30:00,sent_weekly_digest,1.0
83.0,2014-08-13 09:30:00,sent_weekly_digest,1.0
83.0,2014-08-20 09:30:00,sent_weekly_digest,1.0
83.0,2014-08-27 09:30:00,sent_weekly_digest,1.0
83.0,2014-08-27 09:30:44,email_open,1.0
86.0,2014-05-07 09:30:00,sent_weekly_digest,1.0
86.0,2014-05-14 09:30:00,sent_weekly_digest,1.0
86.0,2014-05-21 09:30:00,sent_weekly_digest,1.0
86.0,2014-05-28 09:30:00,sent_weekly_digest,1.0
86.0,2014-05-28 09:30:35,email_open,1.0
86.0,2014-05-28 09:31:04,email_clickthrough,1.0
86.0,2014-06-04 09:30:00,sent_weekly_digest,1.0
86.0,2014-06-11 09:30:00,sent_weekly_digest,1.0
86.0,2014-06-18 09:30:00,sent_weekly_digest,1.0
86.0,2014-06-25 09:30:00,sent_weekly_digest,1.0
86.0,2014-06-25 09:30:28,email_open,1.0
86.0,2014-07-02 09:30:00,sent_weekly_digest,1.0
86.0,2014-07-09 09:30:00,sent_weekly_digest,1.0
86.0,2014-07-16 09:30:00,sent_weekly_digest,1.0
86.0,2014-07-23 09:30:00,sent_weekly_digest,1.0
86.0,2014-07-30 09:30:00,sent_weekly_digest,1.0
86.0,2014-08-06 09:30:00,sent_weekly_digest,1.0
86.0,2014-08-06 09:30:18,email_open,1.0
86.0,2014-08-06 09:30:43,email_clickthrough,1.0
86.0,2014-08-13 09:30:00,sent_weekly_digest,1.0
86.0,2014-08-20 09:30:00,sent_weekly_digest,1.0
86.0,2014-08-27 09:30:00,sent_weekly_digest,1.0
86.0,2014-08-27 09:30:26,email_open,1.0
86.0,2014-08-27 09:31:02,email_clickthrough,1.0
98.0,2014-05-01 09:30:00,sent_weekly_digest,2.0
98.0,2014-05-08 09:30:00,sent_weekly_digest,2.0
98.0,2014-05-08 09:30:28,email_open,2.0
98.0,2014-05-15 09:30:00,sent_weekly_digest,2.0
98.0,2014-05-22 09:30:00,sent_weekly_digest,2.0
98.0,2014-05-22 09:30:32,email_open,2.0
98.0,2014-05-29 09:30:00,sent_weekly_digest,2.0
98.0,2014-06-05 09:30:00,sent_weekly_digest,2.0
98.0,2014-06-12 09:30:00,sent_weekly_digest,2.0
98.0,2014-06-19 09:30:00,sent_weekly_digest,2.0
98.0,2014-06-19 09:30:26,email_open,2.0
98.0,2014-06-19 09:30:47,email_clickthrough,2.0
98.0,2014-06-26 09:30:00,sent_weekly_digest,2.0
98.0,2014-06-26 09:30:35,email_open,2.0
98.0,2014-07-03 09:30:00,sent_weekly_digest,2.0
98.0,2014-07-10 09:30:00,sent_weekly_digest,2.0
98.0,2014-07-10 09:30:28,email_open,2.0
98.0,2014-07-17 09:30:00,sent_weekly_digest,2.0
98.0,2014-07-24 09:30:00,sent_weekly_digest,2.0
98.0,2014-07-31 09:30:00,sent_weekly_digest,2.0
98.0,2014-08-07 09:30:00,sent_weekly_digest,2.0
98.0,2014-08-07 09:30:22,email_open,2.0
98.0,2014-08-14 09:30:00,sent_weekly_digest,2.0
98.0,2014-08-21 09:30:00,sent_weekly_digest,2.0
98.0,2014-08-21 09:30:27,email_open,2.0
98.0,2014-08-21 09:30:58,email_clickthrough,2.0
98.0,2014-08-28 09:30:00,sent_weekly_digest,2.0
101.0,2014-05-01 09:30:00,sent_weekly_digest,1.0
101.0,2014-05-08 09:30:00,sent_weekly_digest,1.0
101.0,2014-05-08 09:30:40,email_open,1.0
101.0,2014-05-08 09:30:54,email_clickthrough,1.0
101.0,2014-05-15 09:30:00,sent_weekly_digest,1.0
101.0,2014-05-22 09:30:00,sent_weekly_digest,1.0
101.0,2014-05-29 09:30:00,sent_weekly_digest,1.0
101.0,2014-06-05 09:30:00,sent_weekly_digest,1.0
101.0,2014-06-12 09:30:00,sent_weekly_digest,1.0
101.0,2014-06-19 09:30:00,sent_weekly_digest,1.0
101.0,2014-06-19 09:30:28,email_open,1.0
101.0,2014-06-19 09:30:44,email_clickthrough,1.0
